author;day;month;full_text;favorite_count;quote_count;reply_count;retweet_count;reply;photo;video;pm;retuit;type;score_tweet;alcance
Urresti;3;3;"¡Qué tales frescos! ¡Candidatos @yonhy_lescano y 
@dsalaverryv copian nuestro plan de Gobierno! Lo comprueba la propia reportera de @Latina_pe, Lourdes Tupac Yupanqui (@LTupac).
cc. @lorealvareza. https://t.co/vVdJKcPedo";106;69;42;29;0;;;;;Neutral;0;246
Urresti;2;3;Aquellos que quisieron ver peleados a la policía y los civiles se fregaron. Todos somos hijos de la misma gente de pueblo y unidos derrotaremos a la delincuencia. #TodosJuntosLoPodemosTodo !!! https://t.co/0hnYvijmZB;93;90;19;18;0;;;;;Neutral;0;220
Urresti;2;3;¿Dónde estaban esos candidatos presidenciales que hoy te prometen de todo mientras nosotros luchábamos contra las clínicas buitre? Este 11 de abril, NI UN VOTO para ellos! #UrrestiPresidente https://t.co/W3LnCBOryx;91;68;23;19;0;;;;;Neutral;0;201
Urresti;2;3;Atención @RPPNoticias @canalN_ @elcomercio_peru @larepublica_pe @exitosape @peru21noticias @willaxtv @Agencia_Andina @atvmasnoticias @noticiAmerica @Latina_Noticias @noticias_tvperu @diarioojo @PTV_Noticias @tromepe @Gestionpe @ucinoticias_pe https://t.co/BqoYC4btTa;132;75;95;31;0;;;;;Neutral;0;333
Urresti;1;3;Miles de pacientes buscando atención y el Hospital de Policía por el que tanto trabajé funcionando a medias... ¡y con camas UCI disponibles! ¡Qué indignante! ¡En mi gobierno haré que ese hospital funcione al 100%! https://t.co/A9rIZsIIH1;107;96;33;19;0;;;;;Neutral;0;255
Urresti;28;2;Felicito a @bicentepe por la producción. Circula en redes, me llegó por wsp y lo subí tal cual.;40;1;2;7;0;;;;;Neutral;0;50
Urresti;28;2;Este video viral resume lo que vengo diciendo: Los corruptos se tiran US$ 7 mil millones al año. Con toda esa plata se puede construir 100 centros de salud de US$ 70 millones c/u. O 1,000 plantas de oxígeno de US$7 millones. https://t.co/3whWDj1jmG;88;78;17;22;0;;;;;Neutral;0;205
Urresti;28;2;Esta es mi propuesta para que millones de peruanos sean vacunados de manera masiva, rápida y, sobre todo, GRATUITA. #TodosJuntosLoPodemosTodo! #UrrestiPresidente https://t.co/YcfgCanbBy;122;89;54;23;0;;;;;Neutral;0;288
Urresti;27;2;#MemesPorUrresti. 😎🤠 https://t.co/W921AjZSYi;104;67;64;13;0;;;;;Neutral;0;248
Urresti;27;2;Empresas y fábricas quieren acceder a las vacunas para aplicarlas GRATUITAMENTE a sus empleados y familiares. Así, unos 2. 5 millones de peruanos podrían volver al trabajo, tal como lo explico en esta entrevista con @RPPNoticias . (1/2) https://t.co/Oim40fRGfU;116;50;35;24;0;;;;;Neutral;0;225
Urresti;26;2;A esto me refiero cuando hablo de los #Fujitopos. https://t.co/aaie28hgEM;495;121;193;100;0;;;;;Neutral;0;909
Urresti;25;2;¡Parao y sin polo!😂😂😂Los memeros se pasan, caray! #MemesPorUrresti https://t.co/i44IeDO2wC;277;87;158;30;0;;;;;Neutral;0;552
Urresti;25;2;Buena, sobrinos!! #MemesPorUrresti!!;73;10;36;10;0;;;;;Neutral;0;129
Urresti;24;2;bla bla bla... #UrrestiPresidente;32;1;4;2;0;;;;;Neutral;0;39
Urresti;24;2;bla bla bla.... y bla bla bla... #MentirasContraUrresti.;31;0;6;2;0;;;;;Neutral;0;39
Urresti;24;2;bla bla bla.... #MentirasContraUrresti;43;0;24;4;0;;;;;Neutral;0;71
Urresti;24;2;"La pandemia y la corrupción han partido al Perú en dos: O estas con los ricos y poderosos, los fujiapristas y sus topos; O estás con nosotros, que siempre hemos defendido a los peruanos más pobres y más vulnerables. 
#UrrestiPresidente https://t.co/jf4TM4B9g0";107;87;54;26;0;;;;;Neutral;0;274
Urresti;24;2;"¡Se los dije! ¡Los fujimoristas tienen sus topos! 
(Épica reacción del conductor al escuchar la confesión 😂😂😂)
#UrrestiPresidente https://t.co/5ADZckaWTk";170;94;47;46;0;;;;;Neutral;0;357
Urresti;23;2;"Atención candidatos, cojan lápiz y papel y copien nuestras propuestas para acabar con la inseguridad ciudadana. Memorícenlo y mañana ya pueden presentarlo como suyos. 😂😂 
#UrrestiPresidente. https://t.co/8YtbCMWAmk";176;109;84;45;0;;;;;Neutral;0;414
Urresti;21;2;"Ole ole ole... ole ole ole ola...♫
#UrrestiPresidente
(Mientras tanto, @hurgamemoriaPE 😭) https://t.co/f6reWTofIF";138;93;76;37;0;;;;;Neutral;0;344
Urresti;21;2;¿Más o menos a qué hora se pronunciarán? ¿Alguien sabe algo? https://t.co/zXC5TIzp9N;354;102;185;86;0;;;;;Neutral;0;727
Urresti;20;2;"Si algo me mantiene joven es el contacto permanente con los jóvenes: me entienden y los entiendo. A eso súmenle mis tintes y mi botox.😂😂😂 
#Hurgamorado, dame mi RT. @hurgamemoriaPE https://t.co/VvjolnSQkF";108;111;30;23;0;;;;;Neutral;0;272
Urresti;19;2;"Me leyeron la mente. 
#MemesPorUrresti https://t.co/7cgcohagDK";185;91;44;29;0;;;;;Neutral;0;349
Urresti;18;2;Si eso pasa las AFP te van a dar las vacunas cuando te jubiles. Y te lo van a dar por puchos!! https://t.co/cckDhHXaxm;173;90;112;26;0;;;;;Neutral;0;401
Urresti;18;2;#MemesPorUrresti. Hoy presentamos: la gentita de las AFP y las vacunas. https://t.co/dv589l3Bzq;170;71;36;52;0;;;;;Neutral;0;329
Urresti;18;2;"En mi gobierno, agua y desagüe para todos los peruanos, algo que en 200 años ningún gobierno ha podido hacer. Y para los policías que quieran seguir sirviendo al Perú en lugar de pasar el retiro, bono de S/ 1,200.
#TodosJuntosLoPodemosTodo #UrrestiPresidente https://t.co/43OUilsITx";109;108;59;25;0;;;;;Neutral;0;301
Urresti;18;2;Ratanic. https://t.co/MLXvTYaTWy;301;108;55;62;0;;;;;Neutral;0;526
Urresti;17;2;Lo diré clarito aunque a muchos les duela. https://t.co/HLyjPK4Y2y;308;96;176;53;0;;;;;Neutral;0;633
Urresti;16;2;"Parafraseando un reciente tuit del gran @heduardo,  bienaventurados los directores de AFP porque ellos viven de nuestros aportes y, encima, chapan la vacuna de otros.
#MemesPorUrresti https://t.co/HdikM6rCvt";200;89;55;71;0;;;;;Neutral;0;415
Urresti;16;2;"Los gobiernos improvisados siempre terminan sometiéndose a los consultores. Cuando sea presidente reduciré las consultorías al mínimo, tal como está escrito en mi plan de gobierno. Así evitaremos que gente sin alma haga cochinadas.
#TodosJuntosLoPodemosTodo https://t.co/L1AyEYWQd7";184;102;174;32;0;;;;;Neutral;0;492
Urresti;16;2;"En los 90, ropas donadas. 30 años después, la vacuna. El fujimontesinismo sigue tal cual.
Señora @KeikoFujimori, qué va a aplicar acá, ¿mano dura o demodura? 
#MemesPorUrresti https://t.co/YjhmUI3lsE";343;94;80;78;0;;;;;Neutral;0;595
Urresti;15;2;#UrrestiPresidente😋 https://t.co/X4wyFozuTI;46;3;16;2;0;;;;;Neutral;0;67
Urresti;15;2;"ÚLTIMO MINUTO. @JNE_Peru resolvió que seguimos en la carrera electoral. ¡Que tiemblen los corruptos, ricos y poderosos! #UrrestiPresidente 
@Agencia_Andina @canalN_ @RPPNoticias @atv_noticias @julianaoxenford @Jimmychinchay @kikesitov67 @peru21noticias @diariocorreo @tromepe https://t.co/k6VuSmXjh3";281;110;183;45;0;;;;;Neutral;0;619
Urresti;15;2;Podrán copiar mi plan de gobierno, podrán copiar mi look... pero jamás mi botox!!!😂😂😂 #MemesPorUrresti https://t.co/EYTcB8xmxK;121;80;57;17;0;;;;;Neutral;0;275
Urresti;15;2;"Con esos siete mil millones de dólares se podría haber construido en todo el Perú nada menos que SIETE MIL centros de salud de UN MILLÓN DE DÓLARES cada uno. 
¡En mi gobierno a esos corruptos les caeré con todo! #TodosJuntosLoPodemosTodo https://t.co/mw1VfLeGu1";136;111;81;42;0;;;;;Neutral;0;370
Urresti;15;2;@jgodoym @George_Forsyth @julioguzmanperu @KeikoFujimori @Vero_Mendoza_F @CesarAcunaP @yonhy_lescano @Ollanta_HumalaT https://t.co/GNSez2arkK;4;0;0;0;1;;;;;Neutral;0;4
Urresti;12;2;@hurgamemoriaPE tiene derecho a ser morado.;5;0;1;0;1;;;;;Neutral;0;6
Urresti;12;2;"#UrrestiEsNoticia es @RPPNoticias: Los congresistas debemos ser los últimos en vacunarnos. 
@hurgamemoriaPE, dame RT. 😘 https://t.co/J4CFpvk2GX";90;59;22;24;0;;;;;Neutral;0;195
Urresti;10;2;Jaime es telible!! 😂😂😂;183;33;70;49;0;;;;;Neutral;0;335
Urresti;10;2;"Desmiento totalmente que esta sea mi foto para la cédula de votación. @ConvocaPe, agradeceré un fact checking. @hurgamemoriaPE, total cobertura por fa. 😁
#MemesPorUrresti. https://t.co/jIQBsD4k3d";148;47;86;17;0;;;;;Neutral;0;298
Urresti;10;2;"El jefe de nuestro plan de gobierno, @CarlosAnderso1,  detalla el plagio de nuestras propuestas por parte de la dupla Salaverry - Vizcarra y descubre otras perlas más. Esta noche con @MavilaHuertasC en @canalN_ @2021canalN  
#TodosJuntosLoPodemosTodo https://t.co/qMpH89VLuE";80;56;38;15;0;;;;;Neutral;0;189
Urresti;9;2;"¡Develado el gran misterio del bótox! 😂😂😂 
Vean parte de la muy buena conversa con Víctor Hugo. @hurgamemoriaPE, dame mi RT!!
#TodosJuntosLoPodemosTodo https://t.co/CU6LrXmGV1";115;64;21;31;0;;;;;Neutral;0;231
Urresti;8;2;Copian plan de gobierno de Podemos Perú. (2/2) @martinhidalgo @Jimmychinchay @kikesitov67 @ocram @MavilaHuertasC @VeroLinaresC https://t.co/UX9NmRpjC6;48;3;3;14;1;;;;;Neutral;0;68
Urresti;8;2;Goooolll!! 😂 #TodosJuntosLoPodemosTodo;30;0;4;0;0;;;;;Neutral;0;34
Urresti;8;2;#MemesPorUrresti está que la rompe!!! 😂😂 Les dejo la plantilla. Dejen volar la imaginación!!! https://t.co/WVheWsDhAe;157;56;139;24;0;;;;;Neutral;0;376
Urresti;8;2;😂😂#MentirasContraUrresti https://t.co/dEes8Lnkrm;73;2;48;5;0;;;;;Neutral;0;128
Urresti;8;2;Abróchense los cinturones! Urresti on fire!! 😀👍👍👍;68;3;39;9;0;;;;;Neutral;0;119
Urresti;8;2;Hola, en qué te puedo servir;29;0;40;1;0;;;;;Neutral;0;70
Urresti;6;2;Te parece novedad ese dato?;35;1;25;1;0;;;;;Neutral;0;62
Urresti;6;2;"@hurgamemoriaPE, ¿eres tú el del chalequito? ¿o será alguien de @WaykaPeru? 😉
#MemesPorUrresti 
#TodosJuntosLoPodemosTodo https://t.co/iCUALszY5i";90;82;51;14;1;;;;;Neutral;0;237
Urresti;5;2;"Se burlan de mi look de estadista. Insensibles. 
😂😂😂😂😂
#MemesPorUrresti https://t.co/sRkjagTFh5";89;67;31;13;0;;;;;Neutral;0;200
Urresti;5;2;Nadie se salva del trome Carlin. #MemesPorUrresti https://t.co/8md0FLOW2M;134;61;22;21;0;;;;;Neutral;0;238
Urresti;4;2;Como Presidente de la República dispondré que se devuelva, tú sabes que se puede, lo sé. #TodosJuntosLoPodemosTodo;64;10;154;8;0;;;;;Neutral;0;236
Urresti;4;2;#TodosJuntosLoPodemosTodo 😘 https://t.co/gW5ZldVV9X;39;8;57;4;0;;;;;Neutral;0;108
Urresti;4;2;@hurgamemoriaPE @LaSalitadelSin @noakeikope @deslengua_2 @salvajedigital @WaykaPeru @PeruNews @informateperu @fujitrolls;2;0;8;0;1;;;;;Neutral;0;10
Urresti;4;2;Nada ni nadie podrá impedir que desde el Ejecutivo disponga que te devuelvan tus aportes a la ONP. Para el 28 de julio falta poco. ¡Resiste!  #TodosJuntosLoPodemosTodo https://t.co/Fq8n6k7j8W;379;263;949;52;0;;;;;Neutral;0;1643
Urresti;4;2;Mi respeto para las ONG que desarrollan una gran labor en el país. Mi repudio a las #ONGCarroñeras que viven de tergiversar la verdad y de manipular gente para seguir recibiendo millones de dólares del extranjero. Miren esto!! https://t.co/nVUtRupjDL;113;74;32;22;0;;;;;Neutral;0;241
Urresti;4;2;En mi gobierno indultaré al que hizo este meme viral 😂  #MemesPorUrresti https://t.co/g2kdEic2yw;556;94;266;61;0;;;;;Neutral;0;977
Urresti;4;2;Cc @WaykaPeru;25;0;10;3;0;;;;;Neutral;0;38
Urresti;3;2;Decías...? #MentirasContraUrresti https://t.co/ZVDx06fnj7;26;0;11;2;0;;;;;Neutral;0;39
Urresti;3;2;En menos de 72 horas se cayeron las #MentirasContraUrresti;30;0;26;4;0;;;;;Neutral;0;60
Urresti;3;2;#MentirasContraUrresti https://t.co/tOFpMfLJHY;22;8;8;1;0;;;;;Neutral;0;39
Urresti;3;2;Pásame tu cuenta. 😉 #MentirasContraUrresti;24;1;10;0;0;;;;;Neutral;0;35
Urresti;3;2;@hernunez Pese a las #MentirasContraUrresti... https://t.co/1aBUJi5tBw;1;0;1;1;1;;;;;Neutral;0;3
Urresti;3;2;😂😂😂😂😂😂#MemesPorUrresti 😂😂😂😂 https://t.co/liZQIWkPDc;210;59;80;16;0;;;;;Neutral;0;365
Urresti;3;2;Ya nadie se traga las #MentirasContraUrresti. https://t.co/7ld1mjRHSY;57;1;28;5;0;;;;;Neutral;0;91
Urresti;3;2;Aparte de @NicolasLucar y @exitosape, ¿qué medio se atreverá a entrevistar en vivo y en directo a Jorge Calvera? #MentirasContraUrresti https://t.co/gFCk9yf3iE;33;0;11;1;0;;;;;Neutral;0;45
Urresti;3;2;Mientras tanto... https://t.co/zKoeB70vej;129;48;78;27;0;;;;;Neutral;0;282
Urresti;2;2;@WaykaPeru https://t.co/kCyFfOlZzg;10;4;14;2;1;;;;;Neutral;0;30
Urresti;2;2;@hernunez https://t.co/9zRq5Db6YG;7;1;1;0;1;;;;;Neutral;0;9
Urresti;2;2;@Emilian92116928 https://t.co/F7VcPx1BMJ;14;0;12;2;1;;;;;Neutral;0;28
Urresti;2;2;Reactivación económica en los primeros 100 días del gobierno de Podemos Perú. Entérate al detalle en esta entrevista a nuestro jefe de plan de gobierno, Carlos Anderson, quien también postula al Congreso por Lima con el número 3. #TodosJuntosLoPodemosTodo;111;95;79;22;0;;;;;Neutral;0;307
Urresti;1;2;#MentirasContraUrresti, capítulo 540;46;2;23;5;0;;;;;Neutral;0;76
Urresti;1;2;#MentirasContraUrresti. Habría... habría... habría...;46;0;27;5;0;;;;;Neutral;0;78
Urresti;1;2;#MentirasContraUrresti, nueva temporada. https://t.co/xXRFLlAMKS;50;2;20;5;0;;;;;Neutral;0;77
Urresti;1;2;@hurgamemoriaPE Ódiame sin medida ni clemencia...!😂😂😂 y que sigan las #MentirasContraUrresti https://t.co/TlWSwlEyR3;18;9;95;2;1;;;;;Neutral;0;124
Urresti;1;2;"¡#MemesPorUrresti de colección! Me lo wasapearon con el siguiente mensaje: """"Para todos los haters del futuro presidente del Perú Daniel Urresti"""". ❤️ https://t.co/ttkmseTLR1";188;70;190;27;0;;;;;Neutral;0;475
Urresti;31;1;#MemesPorUrresti. Así reaccionan las redes frente a nuestra subida en las encuestas de CPI e IEP. 😍 #TodosJuntosLoPodemosTodo https://t.co/CWbmW1WuZO;293;111;298;33;0;;;;;Neutral;0;735
Urresti;30;1;Más #MentirasContraUrresti;50;0;52;6;0;;;;;Neutral;0;108
Urresti;30;1;Holax, estex 11 de abril damex tux votox. #MentirasContraUrresti;50;0;28;2;0;;;;;Neutral;0;80
Urresti;30;1;😂;29;0;6;0;0;;;;;Neutral;0;35
Urresti;29;1;#UrrestiEsNoticia. Los espero esta noche en una entrevista que promete.  ¡Y sin preguntas refritas! #TodosJuntosLoPodemosTodo https://t.co/4GVFzlw7jf;121;106;57;21;0;;;;;Neutral;0;305
Urresti;28;1;Atención: @canalN_ @RPPNoticias @exitosape @larepublica_pe @Agencia_Andina @peru21noticias @diariocorreo @ExpresoPeru @elpopular_pe @noticiAmerica @PanamericanaTV @atv_noticias @Latina_pe https://t.co/PWJXSdsgSs;43;4;15;25;0;;;;;Neutral;0;87
Urresti;28;1;Dina Calle. Candidata de Podemos Perú al Congreso. Va por Lima con el número 2.  #TodosJuntosLoPodemosTodo https://t.co/VIDGBYal55;79;64;39;10;0;;;;;Neutral;0;192
Urresti;26;1;"@harrygordillo... ¿nos podrías captura de pantalla de tus grados académicos registrados en  SUNEDU? Veo que te presentas como """"reportero"""". https://t.co/zP1VrB4EGw";11;1;7;0;1;;;;;Neutral;0;19
Urresti;26;1;"¿Por qué el @PartidoMorado se opuso a que las AFP te devuelvan tu plata y siempre defendieron a los bancos? ¡Porque el jefe del plan de gobierno de @julioguzmanperu fue capo de una AFP y varios bancos! Carlos Anderson lo pone al descubierto. Video completo
https://t.co/O2sucwCVhn https://t.co/ySb1PfTi8q";218;83;123;71;0;;;;;Neutral;0;495
Urresti;26;1;#PeruanosContraElIndulto. https://t.co/vYYmOjpBr6;178;83;44;28;0;;;;;Neutral;0;333
Urresti;26;1;👍👍. #PeruanosContraElIndulto;37;0;9;1;0;;;;;Neutral;0;47
Urresti;25;1;"Cambio botox por votox. Informes aquí. 
#MemesPorUrresti https://t.co/LdUajlsaku";252;52;87;18;0;;;;;Neutral;0;409
Urresti;25;1;😂😂😂 momento memorable. #ElTicherUrresti!!;31;0;3;0;0;;;;;Neutral;0;34
Urresti;23;1;#PeruanosContraElIndulto. https://t.co/BHL9AVeNAR;341;96;48;74;0;;;;;Neutral;0;559
Urresti;23;1;Tome su RT. Se lo merece!! #TodosJuntosLoPodemosTodo;33;0;1;1;0;;;;;Neutral;0;35
Urresti;23;1;👍👍;31;0;3;2;0;;;;;Neutral;0;36
Urresti;23;1;😀;37;0;7;3;0;;;;;Neutral;0;47
Urresti;22;1;cc. @larepublica_pe @peru21noticias @elcomercio_peru @diarioojo @exitosape @canalN_ @diariocorreo @Agencia_Andina @RPPNoticias @atv_noticias @PanamericanaTV @noticiAmerica @Latina_pe;42;17;9;5;0;;;;;Neutral;0;73
Urresti;21;1;¿Dónde estaban los otros candidatos presidenciales mientras nos peleábamos con todo el mundo para frenar los precios exorbitantes del oxígeno medicinal en plena pandemia? Hoy se publicó la ley por la que tanto luchamos. 👏👏👏 #TodosJuntosLoPodemosTodo https://t.co/7u2GFpTdt6;233;101;91;28;0;;;;;Neutral;0;453
Urresti;20;1;Manan! 😁 #PeruanosContraElIndulto;27;0;3;1;0;;;;;Neutral;0;31
Urresti;20;1;"En marcha la cruzada #PeruanosContraElIndulto. Todos los detalles y más en esta entrevista con el gran @JaimeChincha. https://t.co/Bv25JCHO3O 
((el pin pon... ¡imperdible! 👇)) https://t.co/iMrhgXPadw";111;96;26;10;0;;;;;Neutral;0;243
Urresti;19;1;👏😂😂😂 buena sobri!!! #ElTicherUrresti;126;0;11;10;0;;;;;Neutral;0;147
Urresti;19;1;😂 #ElTicherUrresti;27;0;4;2;0;;;;;Neutral;0;33
Urresti;19;1;kip crain...#ElTicherUrresti;26;0;2;1;0;;;;;Neutral;0;29
Urresti;19;1;Don uorry, bi japi. 😉 #ElTicherUrresti;50;0;10;0;0;;;;;Neutral;0;60
Urresti;16;1;#OperaciónPodemos en marcha!!! En entrevista con el diario El Comercio, Carlos Anderson, jefe de nuestro plan de gobierno, explica cómo y de donde saldrá el dinero para hacer las obras que realmente necesita la gente. Agua y desagüe, por ejemplo. #TodosJuntosLoPodemosTodo (01) https://t.co/uTOCL8YaHN;84;46;35;27;0;;;;;Neutral;0;192
Urresti;16;1;Tienes derecho al lloriqueo. Dale, suelta tus lagrimitas.;29;1;8;2;0;;;;;Neutral;0;40
Urresti;16;1;Malas noticias para los #MensajerosDeLaDroga. El Congreso aprobó mi propuesta para modificar norma sobre insumos químicos. Ahora la @PoliciaPeru podrá atacar a los traficantes de estos productos que son desviados a la elaboración de drogas ilícitas. #TodosJuntosLoPodemosTodo https://t.co/AG1TXy1qRg;120;50;27;22;0;;;;;Neutral;0;219
Urresti;15;1;😂😂😂 #MemesPorUrresti;12;0;1;0;0;;;;;Neutral;0;13
Urresti;15;1;Los memeros son lo máximo. #MemesPorUrresti;19;0;1;1;0;;;;;Neutral;0;21
Urresti;15;1;Tu entusiasmo es único. 😂😂 #MemesPorUrresti;20;0;1;1;0;;;;;Neutral;0;22
Urresti;15;1;Deplorable tu comentario homofóbico. #MemesPorUrresti;18;0;10;0;0;;;;;Neutral;0;28
Urresti;15;1;Mis ojos verdes salieron igualitos.... !!! #MemesPorUrresti;15;0;3;2;0;;;;;Neutral;0;20
Urresti;15;1;Eso espero. 😂. #MemesPorUrresti;10;0;2;1;0;;;;;Neutral;0;13
Urresti;15;1;Hola. 😂😂😂. #MemesPorUrresti https://t.co/7dLiqvYn2E;30;5;8;3;0;;;;;Neutral;0;46
Urresti;15;1;😂😂😂😂😂😂😂😂Los memeros son unas baaaaaazzzzurasss!! Creo que esta imagen la usaré para mi franja electoral de la ONPE. ¡Gano en primera vuelta!!! 😂😂 #MemesPorUrresti #TodosJuntosLoPodemosTodo https://t.co/L3cynM9Lw3;336;60;211;41;0;;;;;Neutral;0;648
Urresti;13;1;"Estimada @julianaoxenford, este video responde, de manera categórica, a tus afirmaciones sobre nuestro candidato a la vicepresidencia, Wilbert Portugal.  
cc @atv_noticias @atvmasnoticias @WilbertPodemos https://t.co/iOo1eqqa19";135;50;135;28;0;;;;;Neutral;0;348
Urresti;13;1;Comienzan con marihuana, de allí pasan a PBC. y de allí a cocaína.;244;36;313;34;0;;;;;Neutral;0;627
Urresti;11;1;#OperaciónPodemos, el plan de gobierno (completo) que aplicaremos a partir del 28 de julio lo pueden ver en https://t.co/8AycgafORe @RPPNoticias @canalN_ @larepublica_pe @exitosape @Agencia_Andina @diariocorreo @Latina_Noticias @elcomercio_peru @ucinoticias_pe @peru21noticias https://t.co/6AvDRzyYE1;81;59;38;14;0;;;;;Neutral;0;192
Urresti;11;1;"Encuesta urbana dominical. 😂😂😂😂 
#MemesPorUrresti #UrrestiPresidente 
CC. @hurgamemoriaPE @deslengua_2 @salvajedigital @SalitaSin @noakeiko @QuintoPoderPe @RecuerdosPeru @contracultural @smartbeteta https://t.co/Nbb7Cy3mfL";125;48;66;15;0;;;;;Neutral;0;254
Urresti;9;1;¡#OperaciónPodemos en marcha! La prioridad de nuestro gobierno será la salud. Plata hay, lo que falta es saber gastar. #TodosJuntosLoPodemosTodo https://t.co/FGQv6ndn10;129;78;76;19;0;;;;;Neutral;0;302
Urresti;8;1;Cordialmente invitado. https://t.co/p2WjFRXdbu;21;0;4;1;0;;;;;Neutral;0;26
Urresti;8;1;Estupendol!!! 😂😂😂😂 Los memeros deberían ser eternos. #TodosJuntosLoPodemosTodo;21;0;5;0;0;;;;;Neutral;0;26
Urresti;8;1;Tuneando ps sobrino! Déjame ser! 😂😂😂;53;1;9;2;0;;;;;Neutral;0;65
Urresti;8;1;Ojalá que en el próximo spot me incluyan esta gráfica. 😃 https://t.co/DObEJbhOWM;32;1;2;2;0;;;;;Neutral;0;37
Urresti;8;1;Entrevista imperdible en @canalN_ al economista Carlos Anderson (@CarlosAnderso1) jefe de nuestro plan de gobierno. También los invito a seguir en TW a nuestros candidatos vicepresidenciales @MTCabreraVega y @WilbertPodemos. #TodosJuntosLoPodemosTodo https://t.co/X7k7jSl5vK;64;54;21;6;0;;;;;Neutral;0;145
Urresti;7;1;Hola. https://t.co/734W5Q8wtQ;43;3;35;4;0;;;;;Neutral;0;85
Urresti;7;1;Resumen de la audiencia: ¡Por fin el Perú podrá oír a los testigos clave del caso Bustíos! ¡Oficialmente se caerán las #MentirasContraUrresti! @Agencia_Andina @larepublica_pe @peru21noticias @atv_noticias @noticiAmerica @RPPNoticias @diariocorreo @exitosape @canalN_ https://t.co/jkk3kiiNgt;64;62;19;10;0;;;;;Neutral;0;155
Urresti;7;1;"Buenos días, resumen de la audiencia oral de hoy sobre el caso Bustíos. 
¡#MentirasContraUrresti nunca más!
#TodosJuntosLoPodemosTodo https://t.co/sE9c3v5iXK";136;83;49;11;0;;;;;Neutral;0;279
Urresti;6;1;"Una a una se cayeron las #MentirasContraUrresti. Ahora se caen las tachas contra mi candidatura. Esta es la resolución del JEE de Lima.
#TodosJuntosLoPodemosTodo https://t.co/AeGfv8vktq";114;71;40;13;0;;;;;Neutral;0;238
Urresti;6;1;"Corre, corre corazón... ♫ 
#MentirasContraUrresti";18;0;1;0;0;;;;;Neutral;0;19
RLA;29;4;https://t.co/MDfA3LUYH8;3789;68;329;1516;0;1;0;0;0;Neutral;0;5702
RLA;27;4;"Estimados amigos, este 28 de abril estaré visitando la ciudad de Jauja, Junín  ¡Los espero!

#RenovaciónPopular
#RafaelLopezAliaga https://t.co/ga9dvSWzDH";4112;65;415;829;0;0;0;0;0;Neutral;0;5421
RLA;26;4;https://t.co/hBKQR5s31M;2247;43;116;827;0;0;1;0;0;Neutral;0;3233
RLA;24;4;https://t.co/x5Am93FklG;1830;46;149;765;0;1;0;0;0;Neutral;0;2790
RLA;24;4;https://t.co/EThVxsvcyY;2036;25;126;510;0;0;1;0;0;Neutral;0;2697
RLA;23;4;https://t.co/QXuBcdHgbj;3791;83;269;693;0;1;0;0;0;Neutral;0;4836
RLA;23;4;https://t.co/OB1viAJV6K;2020;6;137;316;0;1;0;0;0;Neutral;0;2479
RLA;22;4;"Nota hecha por @canalN_ : 
https://t.co/BDMWTwNtSb https://t.co/KVb8yiANRM";1134;6;48;204;0;1;0;1;0;Neutral;0;1392
RLA;22;4;https://t.co/4TL6z24zFH;1047;4;60;218;0;0;1;0;0;Neutral;0;1329
RLA;22;4;https://t.co/9rnUWHKd8T;1709;10;76;396;0;1;0;0;0;Neutral;0;2191
RLA;22;4;https://t.co/rQDAZX4HsC;713;7;12;160;0;0;1;0;0;Neutral;0;892
RLA;21;4;https://t.co/2FarXfVuwL;3311;28;166;636;0;1;0;1;0;Neutral;0;4141
RLA;21;4;"Hoy tuvimos una conferencia de prensa para presentar oficialmente nuestra bancada parlamentaria.
#RenovaciónPopular
#SeguimosAdelante
#RafaelLopezAliaga https://t.co/ahR5yC38fV";2605;11;117;437;0;1;0;0;0;Neutral;0;3170
RLA;21;4;"La gestión pública tiene que ser un servicio y de esta manera ir desterrando a la corrupción.
#RafaelLopezAliaga
#RenovaciónPopular
#RafaelLopezAliaga https://t.co/glb5pIZrs5";1212;6;34;243;0;1;0;0;0;Neutral;0;1495
RLA;21;4;https://t.co/d4dewOjQfp;1789;30;180;596;0;1;0;0;0;Neutral;0;2595
RLA;21;4;AQUÍ ESTÁ EL VÍNCULO ENTRE GORRITI Y CASTILLO..! SIEMPRE GORRITI DESESTABILIZANDO A NUESTRO PAÍS..! QUE NEFASTO PERSONAJE..!;1674;13;140;598;1;0;0;0;0;Neutral;0;2425
RLA;21;4;https://t.co/AsIAQWJyYf;4469;130;393;996;0;1;0;0;0;Neutral;0;5988
RLA;21;4;https://t.co/kqcUrOzSX9;695;11;45;246;0;1;0;0;0;Neutral;0;997
RLA;20;4;https://t.co/glbNXd2h3G;2076;24;65;500;0;1;0;0;0;Neutral;0;2665
RLA;20;4;https://t.co/tdvlsoOJyI;5540;109;454;1101;0;1;0;0;0;Neutral;0;7204
RLA;20;4;CASTILLO TIENE EMPRESA CONSTRUCTORA... https://t.co/zO7Ze05x2N;2266;74;599;931;0;0;1;0;0;Neutral;0;3870
RLA;20;4;https://t.co/6RQHp4NSXs;826;17;62;285;0;0;1;0;0;Neutral;0;1190
RLA;20;4;https://t.co/onzdikM8tY;647;8;44;164;0;0;1;0;0;Neutral;0;863
RLA;20;4;https://t.co/J1WqldyR4A;1152;26;70;350;0;0;1;0;0;Neutral;0;1598
RLA;20;4;https://t.co/JY6h6TrQe0;617;2;37;122;0;1;0;0;0;Neutral;0;778
