created_at;favorite_count;full_text;quote_count;reply_count;retweet_count;author;day;month;reply_dummy
Sun Feb 21 02:39:12 +0000 2021;468;Momento alegre con el excelente Carlos Álvarez en Willax Televisión. Hoy a las 10 pm #avanzapais #HernandoPresidente #willax https://t.co/B1j5puTsih;2;29;48;HDS;21;2;0
Sat Feb 20 22:46:02 +0000 2021;416;"¡Queridos amigos! 
El día de mañana 21/02 a las 10 PM. estaré en Sin Medias Tintas por @Latina_Noticias

#HernandoPresidente🚈 #SéCómoHacerlo https://t.co/Z0EsygOpNY";5;39;84;HDS;20;2;0
Sat Feb 20 18:01:27 +0000 2021;239;"""Queridos compatriotas, estos son momentos tristes como sabemos todos, lo importante es que en momentos tristes nos administremos bien, y no demos medidas macroeconómicas a ciegas, sino sepamos cómo discriminar"".
- Hernando de Soto

https://t.co/bPZnf1F4yA

#AvanzaPais 🚝";4;10;63;HDS;20;2;0
Sat Feb 20 17:54:05 +0000 2021;636;"""El Presidente debe demostrar que no es títere de Vizcarra"".
- Hernando de Soto

Lea la nota aquí: https://t.co/mfy0Pt6pHb https://t.co/7VHk05xjPA";15;54;189;HDS;20;2;0
Thu Feb 18 22:52:04 +0000 2021;477;"Hoy a las 9PM estaré en Willax Televisión en el programa #BetoASaber 

#HernandoPresidente 🚈  #SéCómoHacerlo https://t.co/UIX7JDqokp";10;69;80;HDS;18;2;0
Thu Feb 18 18:22:47 +0000 2021;331;"¡Queridos amigos! El día de hoy 18/02 estaré junto a Hugo Neira en el evento académico del Instituto de Gobierno y Gestión Pública de la USMP.

#HernandoPresidente 🚈 https://t.co/VDlQdmufH1";5;18;63;HDS;18;2;0
Thu Feb 18 13:08:11 +0000 2021;588;"¡Este es mi plan! Yo sí sé cómo sacarte de la crisis.

Conoce mi plan de gobierno en el siguiente link: https://t.co/C3bYIECF7I 

#HernandoPresidente 🚈 https://t.co/FW9xQRdI6y";8;41;135;HDS;18;2;0
Thu Feb 18 02:50:13 +0000 2021;498;"Junto con el desbloqueo de las minas daremos a los campesinos en la superficie de los yacimientos mineros, las certificaciones que necesitan para que, al igual que los mineros, tengan los instrumentos necesarios para defenderse en pie de igualdad.

#HernandoPresidente #AvanzaPaís https://t.co/plJVAfKMk4";10;24;114;HDS;18;2;0
Thu Feb 18 02:13:25 +0000 2021;244;"¡Conmigo ya no habrán sorpresas! Las MYPES tendrán por adelantado todo lo que necesitan para acceder a este gran mercado.

Sígueme en @HDeSotoPeru 

#HernandoPresidente #AvanzaPaís https://t.co/NMasDoVcpk";2;10;64;HDS;18;2;0
Thu Feb 18 02:00:42 +0000 2021;310;"Las clases populares tienen un capital potencial que hasta ahora no se aprovecha, durante el primer año de mi Gobierno tendrán estos instrumentos y podrán crecer.

Sígueme en @HDeSotoPeru 

#HernandoPresidente #AvanzaPaís https://t.co/9ymITt6Ptg";4;12;70;HDS;18;2;0
Thu Feb 18 01:22:44 +0000 2021;448;"¡VAMOS A LIBERAR NUESTROS RECURSOS!

Sígueme en @HDeSotoPeru 

#HernandoPresidente #AvanzaPaís https://t.co/Og8Jv1G8W0";9;45;116;HDS;18;2;0
Tue Feb 16 20:03:57 +0000 2021;594;"Pongo a disposición del gobierno el plan de ayuda internacional ""Sagasti - De Soto""

#HernandoPresidente

https://t.co/IRJJ6slKeh";18;44;128;HDS;16;2;0
Sun Feb 14 21:18:16 +0000 2021;354;"Estamos en #Arequipa junto a @miyashiromarco y #JoseWilliams

#HernandoPresidente https://t.co/9k2elLBVp3";5;23;52;HDS;14;2;0
Sun Feb 14 21:14:07 +0000 2021;1033;"Ya estamos en Arequipa.

#HernandoPresidente https://t.co/iCmGuC53JX";8;51;76;HDS;14;2;0
Sat Feb 13 01:07:26 +0000 2021;1132;"""Yo no digo que voy a acabar con el hambre, Yo les digo que les voy a dar los recursos para acabar con el hambre"". -  @HDeSotoPeru https://t.co/7arT4RWn0U";30;99;204;HDS;13;2;0
Fri Feb 12 15:57:48 +0000 2021;703;"Un SHOCK de inversión y trabajo, sin tocar tus ahorros, sin endeudar al país y sin expropiar a nadie.

https://t.co/L91P1Af1X5 https://t.co/1E5qTo8XAy";25;35;178;HDS;12;2;0
Thu Feb 11 22:43:30 +0000 2021;520;¡HOY! Estaré en @Latina_pe a las 7:00PM y en @willaxtv junto a @MilagrosLeivaG a las 8:00PM exponiendo mi plan de Gobierno. https://t.co/JLrCoqpFf7;7;49;90;HDS;11;2;0
Thu Feb 11 14:40:46 +0000 2021;371;"#SHOCK de inversión para salvar al Perú.

Leelo aquí: https://t.co/z30mppKJdt…/shock-de-inversion-para-salva…/ https://t.co/TDD64VXkth";7;16;96;HDS;11;2;0
Thu Feb 11 01:55:45 +0000 2021;663;Mañana en @ExpresoPeru, no se lo pierdan! https://t.co/hikwNvXOdo;46;90;139;HDS;11;2;0
Tue Feb 09 19:09:24 +0000 2021;336;Llegó el momento de unirnos como país y cerremos juntos las brechas que existen entre formales e informales. Trabajemos por un nuevo Perú. #HernandoPresidente #SíSabeCómo https://t.co/2bpfEMbISZ;7;16;82;HDS;09;2;0
Tue Feb 09 01:26:33 +0000 2021;832;Reactivaremos la economía con 37 mil millones de dólares sin endeudar al país. Nosotros sí sabemos como hacerlo. El Perú merece una nueva historia. #HernandoPresidente #SíSabeCómo https://t.co/9QnWxz4nM7;23;58;191;HDS;09;2;0
Sun Jan 31 23:19:58 +0000 2021;480;"Capital para que todos los empresarios populares puedan crecer en igualdad de condiciones dando más chamba para los peruanos. 
#HernandoPresidente #SíSabeCómo https://t.co/qznKm6uCUT";12;33;113;HDS;31;1;0
Sun Jan 31 17:20:52 +0000 2021;373;"Amigos les comparto el suplemento Contrapoder del Diario Expreso, agradezco a todos su lectura y difusión.
#HernandoPresidente #AvanzaPaís #SíSabeComo
https://t.co/zqODmpzcuT";3;21;103;HDS;31;1;0
Sat Jan 30 00:15:12 +0000 2021;176;"Mitin Virtual con los jóvenes 🚈 🚈 
#HernandoPresidente #AvanzaPaís #SiSabeComo 

https://t.co/I2eooRGzGh";3;14;28;HDS;30;1;0
Mon Jan 25 02:52:35 +0000 2021;1235;Amigos, la entrevista en @PanoramaPTV se suspende hasta el próximo domingo, a pesar de diversos intentos técnicos no se escuchaba el audio desde estudios.;61;401;161;HDS;25;1;0
Sun Jan 24 21:46:40 +0000 2021;480;"🚨 Hoy a las 7:45 pm., tendré una entrevista en vivo en @PanoramaPTV por @PanamericanaTV. ¡No te lo pierdas! 
#HernandoPresidente https://t.co/1kAlbBNd1K";2;28;91;HDS;24;1;0
Wed Jan 20 02:49:58 +0000 2021;1396;"Amigos, este viernes 22 de enero les presentaré mi visión sobre el futuro de nuestro país en mi primer mitin virtual. Los espero desde las 7pm. para explicarles las soluciones que aportaremos desde el primer día de mi posible mandato.
#HernandoPresidente https://t.co/MN4YnMlnk3";25;103;368;HDS;20;1;0
Fri Jan 15 03:19:38 +0000 2021;2903;Ante la presentación de la tacha contra mi candidatura a la presidencia del Perú, por supuestamente no tener títulos de estudios, he enviado al @JNE_Peru las constancias que acreditan mis títulos, las mismas que he mostrado en el programa de Beto Ortiz hoy por la noche. https://t.co/ME6zMBG6N9;377;998;705;HDS;15;1;0
Wed Jan 13 14:28:48 +0000 2021;173;"Reconocimientos importantes por su experiencia al servicio del Perú y otros países.
#HernandoSíSabe #HernandoPresidente
https://t.co/E1OLnnu1W7 https://t.co/61JVEaqtMo";2;13;42;HDS;13;1;0
Tue Jan 12 17:57:41 +0000 2021;285;"Experiencia y trayectoria reconocida a nivel mundial al servicio del Perú. #HernandoSíSabe #HernandoPresidente
https://t.co/E1OLnnu1W7 https://t.co/GqUAMWKG0c";41;65;66;HDS;12;1;0
Tue Jan 05 23:40:41 +0000 2021;501;Thank you Bill (Gracias Bill).  Pronto nos veremos.;6;22;64;HDS;05;1;0
Tue Jan 05 02:34:24 +0000 2021;632;Agradezco a @ConcytecPeru por ser parte del #ECIv2021, un debate que sin duda enriquecerá las propuestas en Ciencia y Tecnología para todos los candidatos. #SinCienciaNoHayFuturo https://t.co/aAdYTXoGxf;9;44;87;HDS;05;1;0
Thu Apr 29 18:00:05 +0000 2021;5875;Espero que el candidato Castillo no siga rehuyendo o poniendo excusas absurdas para correrse. Esto no es Cuba ni Venezuela aún para que él quiera poner la fecha, la cancha, todos los jugadores y ahora también los árbitros. Que el JNE ponga las reglas. No te corras, Pedro. (3/3);150;695;1062;Keiko;29;4;1
Thu Apr 29 18:00:05 +0000 2021;5174;No me asusta. Acepto su nueva condición de ir el sábado a Chota. Y, esta tarde, Luis Galarreta estará en la reunión sobre los debates del JNE con los representantes de Perú Libre. Le he encargado establecer con ellos las reglas del debate del sábado. (2/3);94;337;867;Keiko;29;4;1
Thu Apr 29 18:00:04 +0000 2021;8215;El señor Pedro Castillo se sigue corriendo y rehuyendo al debate poniendo nuevas excusas y condiciones. Y ahora sale con que no puede el domingo en la noche para que nos vea todo el país en directo. Pero a diferencia de él, yo no me corro. (1/3);299;1624;1673;Keiko;29;4;0
Thu Apr 29 01:50:17 +0000 2021;16770;Acepto el reto de Pedro Castillo para debatir en Chota, pero yo pongo hora y fecha: ESTE DOMINGO 8 PM para que todo el país nos vea en vivo y en directo. No te corras Pedro, no te corras. https://t.co/hLht1LzDIX;3778;3312;3317;Keiko;29;4;0
Wed Apr 28 19:32:26 +0000 2021;3040;"Agradezco a mis hermanos de las comunidades nativas Ashaninkas y Shipibos. Vamos a trabajar para que accedan a mejores oportunidades, donde se respete la diversidad cultural y exista un verdadero acceso a los servicios básicos.
¡Su alegría y energía son el orgullo del Perú! 🇵🇪 https://t.co/hVnwhgE129";24;362;580;Keiko;28;4;0
Wed Apr 28 13:13:49 +0000 2021;3343;"En mi visita a los hermanos pescadores de Ucayali, pude ver, una vez más, el abandono de los últimos gobiernos. ¡Su reclamo es legítimo! En mi gobierno, un puerto moderno para mejorar sus condiciones de trabajo y promover mayor inversión. 
¡Un CAMBIO hacia adelante! 💪🏻🇵🇪 https://t.co/IDslMkpjMX";49;662;688;Keiko;28;4;0
Wed Apr 28 01:37:41 +0000 2021;2823;"Programas como #Pensión65 acompañan a las personas que han dado sus mejores años por el país. Lo impulsaremos y duplicaremos la ayuda económica que se entrega a nuestros adultos mayores. 
¡Juntos saldremos adelante! 🇵🇪
(Fotos: Pucallpa - Ucayali) https://t.co/I8HsNcJCip";44;546;596;Keiko;28;4;0
Wed Apr 28 00:45:40 +0000 2021;3421;Hola, @KenjiFujimoriH. Estoy segura que ahora nos veremos a mi regreso. https://t.co/tq0lyq0XPG;88;670;627;Keiko;28;4;0
Tue Apr 27 20:37:26 +0000 2021;3537;¡Ya estamos en #Pucallpa, Ucayali! 🇵🇪 https://t.co/G2uVI8edbK;39;421;585;Keiko;27;4;0
Tue Apr 27 01:38:13 +0000 2021;3437;"Con capacidad y firmeza haremos que los proyectos de servicios básicos sean una realidad. En nuestro gobierno priorizaremos la inversión en obras de agua y desagüe.

¡Con la fuerza de nuestra gente lo lograremos!

(Fotos: Hoy en Lurín) https://t.co/O7E4cbjeLD";60;824;709;Keiko;27;4;0
Sat Apr 24 22:53:33 +0000 2021;3599;Los agricultores y emprendedores necesitan contar con un Estado que les permita trabajar, por eso actuaremos con urgencia, para lograr un cambio y crecimiento inmediato. Seguimos escuchando sus necesidades y reafirmando nuestro compromiso con el camino del progreso para todos. https://t.co/KphY9rZJW2;46;664;853;Keiko;24;4;0
Sat Apr 24 20:41:21 +0000 2021;2936;Recibí con sorpresa y mucha alegría el mensaje de Kenji. Le agradezco su respaldo en este momento tan difícil para nuestro país. Hoy es muy importante la unidad de todos los peruanos. 🇵🇪 https://t.co/Xtq8BXbLiv;57;618;690;Keiko;24;4;0
Sat Apr 24 04:24:45 +0000 2021;4079;"Así, en La Merced, #Chanchamayo, terminamos un gran día lleno de emociones, diálogo y compromiso por nuestro país. ✨✨ 
¡Seguimos recorriendo el Perú en busca del verdadero cambio! https://t.co/vBkLrXxpVw";68;745;811;Keiko;24;4;0
Sat Apr 24 03:25:24 +0000 2021;2912;"En #Pichanaki, el principal reclamo de nuestros hermanos cafetaleros y emprendedores es que el programa Reactiva no ha llegado a quienes verdaderamente lo necesitan. 
¡Desde el primer día, haremos un cambio total con responsabilidad! https://t.co/NK1pFozGmM";40;407;675;Keiko;24;4;0
Sat Apr 24 01:51:41 +0000 2021;4840;Según @Vladimir_Cerron mi visita a su región fue un fiasco. Los hechos lo desmienten. El gran fiasco ha sido su gestión. ¿Qué paso Sr Cerrón? Ahora su candidato se avergüenza de ud y lo oculta. Lo emplazo a que nos diga si lo ha jubilado o solo lo está ocultando bajo la alfombra. https://t.co/u5TabObbMG;200;1220;1418;Keiko;24;4;0
Fri Apr 23 23:35:17 +0000 2021;2332;"#Satipo nos confirma que el pueblo pide cambios profundos. En nuestro gobierno haremos todos los cambios necesarios, pero con responsabilidad. 
¡Vamos a llevar salud y crecimiento a todos los rincones! 🇵🇪 https://t.co/SvvBx6aXj3";36;341;539;Keiko;23;4;0
Fri Apr 23 21:00:58 +0000 2021;3657;"Felices de continuar nuestro recorrido por el centro de nuestro país llevando nuestras propuestas. Reafirmo mi compromiso de apoyar el gran trabajo que hacen los emprendedores, con cambios que incluyan oportunidades y reconocimientos.
¡Con fuerza, #Pangoa! https://t.co/yyESNX8B2o";94;768;785;Keiko;23;4;0
Fri Apr 23 03:52:19 +0000 2021;4290;¡Gracias, Villa Rica! 🇵🇪 https://t.co/OJGQ5h4whb;76;589;779;Keiko;23;4;0
Thu Apr 22 21:28:44 +0000 2021;6444;Esto no se trata sólo de mí o de ti. Se trata del Perú de nuestros hijos. De que todos podamos seguir trabajando con libertad para salir adelante. Ha llegado el momento de ponernos todos la camiseta del Perú. #ContraElComunismo https://t.co/cleLDHpseS;951;3320;2087;Keiko;22;4;0
Thu Apr 22 18:50:23 +0000 2021;5885;Hoy recordamos el valor de nuestras FF.AA en la lucha contra el terrorismo. Un día como hoy se realizó la operación Chavín de Huántar. ¡Honor y gloria a nuestras Fuerzas Armadas! Antes lo hicimos, y hoy los PERUANOS UNIDOS volveremos a triunfar y a rescatar a nuestro país. https://t.co/OaNytGgEq1;105;865;1331;Keiko;22;4;0
Thu Apr 22 01:20:25 +0000 2021;4232;Ya que Pedro Castillo ha desaparecido, me permito hacerle dos preguntas muy concretas de manera abierta y pública. https://t.co/niHZgLZD3v;191;2084;1104;Keiko;22;4;0
Tue Apr 20 23:29:49 +0000 2021;8898;"Mensaje a Evo Morales: No se meta en mi país.
Fuera Evo. Fuera Maduro. Le decimos fuera a estas ideologías que buscan generar división y traer pobreza a nuestro país. https://t.co/iK4DdcXDBN";618;2114;2955;Keiko;20;4;0
Tue Apr 20 00:17:57 +0000 2021;2871;Hoy estuvimos en #Manchay tomando nota de las demandas de los vecinos, cuyo principal reclamo son los servicios básicos como el agua y títulos de propiedad. ¡Seguiremos dialogando con la población! https://t.co/rWrxWHTqxw;46;677;607;Keiko;20;4;0
Mon Apr 19 16:14:37 +0000 2021;2083;Mientras el candidato Pedro Castillo viaja por el país, yo aún no puedo iniciar mis visitas al interior para ejercer mi legítimo derecho de hacer llegar mis propuestas a la población. Espero que esta solicitud sea resuelta a la brevedad posible. (2/2) https://t.co/5pjnPTHmEf;303;1514;633;Keiko;19;4;1
Mon Apr 19 16:14:35 +0000 2021;2391;El miércoles 14 solicité permiso al Poder Judicial para poder realizar mis viajes de segunda vuelta. El viernes nos informaron que la jueza encargada ha decidido pedir opinión al Ministerio Público sobre mi permiso. (1/2) https://t.co/Bi282Y8gUM;167;833;729;Keiko;19;4;0
Sun Apr 18 20:55:51 +0000 2021;2632;Siento mucho la pérdida de 5 valerosos miembros de nuestras FFAA, que en su sacrificada labor de lucha contra el narcotráfico murieron ayer. Mi total solidaridad con sus familias. Hago votos por la recuperación de los heridos y por el éxito en la búsqueda de los desaparecidos.;28;535;470;Keiko;18;4;0
Sat Apr 17 22:45:42 +0000 2021;5436;Agradezco el gran gesto de desprendimiento y de responsabilidad con el país que acaba de dar Mario Vargas Llosa. Superando nuestras diferencias, debemos ser capaces de unirnos, para que el Perú NO caiga en manos del comunismo. https://t.co/Kj3PvEipyl;254;1273;1579;Keiko;17;4;0
Sat Apr 17 19:36:52 +0000 2021;7088;Han pasado dos años de la partida de un presidente que, con errores y aciertos, condujo a nuestro país dos veces. Alan García fue un líder y un demócrata. Acompaño a su familia y a su partido con una oración.;467;1795;1231;Keiko;17;4;0
Fri Apr 16 23:36:25 +0000 2021;2435;Esta tarde, con las dirigentes de las organizaciones sociales en Comas hablando del apoyo que le daremos a los Comedores Populares y a las Ollas Comunes. El fujimorismo siempre cerca del pueblo. https://t.co/jO3RRqi8D7;49;596;431;Keiko;16;4;0
Fri Apr 16 19:37:37 +0000 2021;1458;"Porque su conocimiento hoy es más trascendente que nunca, la Escuela Naranja presenta una tercera fase de C93: LA CONSTITUCIÓN QUE CAMBIÓ NUESTRA HISTORIA.
Inscríbete hoy desde las 4pm en https://t.co/5TrRlNI9R0 https://t.co/Sv5ixPrmlk";27;340;364;Keiko;16;4;0
Fri Apr 16 01:06:50 +0000 2021;2735;"Agradezco a Dios que podamos estar juntos y al pueblo peruano por haberme dado la confianza y ser nuevamente la primera mujer en el Perú que entra por tercera vez -y esta es la vencida- a segunda vuelta.
(Visita a San Hilarión - San Juan de Lurigancho) https://t.co/0DNBNsAbnn";90;946;596;Keiko;16;4;0
Thu Apr 15 22:27:08 +0000 2021;3879;Desde San Juan de Lurigancho, con gratitud y humildad, empezamos nuestra campaña de segunda vuelta de la mano del pueblo. 🇵🇪 https://t.co/nsRDLWAtvu;99;1082;694;Keiko;15;4;0
Mon Apr 12 01:20:01 +0000 2021;4089;Mensaje a la militancia fujimorista. https://t.co/0fAzv0kndq;288;2099;706;Keiko;12;4;0
Sun Apr 11 17:53:27 +0000 2021;2354;Hoy, en el desayuno, me acompañaron quienes estuvieron en los momentos más difíciles que me tocó vivir: mi familia y los jóvenes de Fuerza Popular. ¡Vamos con fe! https://t.co/XZprbKDgH7;54;671;377;Keiko;11;4;0
Sat Apr 10 04:54:22 +0000 2021;3102;Terminamos la campaña. ¡Gracias por todo! Vamos con fe!! 🇵🇪 https://t.co/9t96V1MGjw;86;888;396;Keiko;10;4;0
Sat Apr 10 04:16:55 +0000 2021;2215;"Voy a poner todo lo que he aprendido a lo largo de mi vida y la fuerza que me ha dado Dios para intentar servir nuevamente a mi patria. 
(Mensaje de cierre de campaña – Villa El Salvador) https://t.co/a4pRkzKUPu";118;977;529;Keiko;10;4;0
Thu Apr 08 16:01:37 +0000 2021;2319;¡Ya estamos en #Lima! Hoy cerramos nuestra campaña. ¡Vamos con fuerza, humildad y esperanza! 💪🏻 🇵🇪 https://t.co/TcH2Aksd0B;58;638;398;Keiko;08;4;0
Thu Apr 08 12:35:15 +0000 2021;1659;La estabilidad puede volar en mil pedazos.;331;1207;398;Keiko;08;4;0
Thu Apr 08 02:40:19 +0000 2021;1943;"""Si seguimos al ritmo de Sagasti, nos vamos a vacunar en 5 años. Si seguimos al ritmo de Vizcarra, nunca podremos combatir a la pandemia. Yo les propongo seguir al ritmo del chino... y ahora será al ritmo de la china!""
(Esta tarde en Mochumi) https://t.co/AXe7x27ICn";127;939;472;Keiko;08;4;0
Wed Apr 07 21:08:23 +0000 2021;1385;¡Ya estamos en #Lambayeque! 🇵🇪 https://t.co/mJe1Rv8nh1;27;227;293;Keiko;07;4;0
Wed Apr 07 15:18:38 +0000 2021;2368;Tuve la oportunidad de conocer a un maravilloso hombre: Domingo, esposo de Luz Salgado. Atento, amoroso y un infatigable compañero en cada lucha que emprendía Luz. Gracias por todo, sé que junto a Dios cuidarás de todos nosotros. A su familia: mis oraciones están con ustedes.;23;351;373;Keiko;07;4;0
Tue Apr 06 18:50:57 +0000 2021;1647;Ya empezamos a cerrar nuestra campaña por el norte del Perú. ¡Gracias, #Tumbes! 🇵🇪 https://t.co/IvhqLjfIwD;43;444;343;Keiko;06;4;0
Tue Apr 06 12:19:54 +0000 2021;2423;Muy emocionada con la dedicatoria de mi papá en el primer ejemplar de sus memorias. Tienes razón pa, esta batalla también es en nombre de todos los peruanos que hicieron realidad la gran tarea de rescatar a nuestro país. https://t.co/JPKJvxiJtA;173;1249;488;Keiko;06;4;0
